date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:11	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-607469223019b%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.eot	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.eot	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:11	202616/202616	---M--	200	added ('OK')	font/ttf	etag:%2231778-6074692237e9c%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/fa-solid-900.ttf	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:12	897426/897426	---M--	200	added ('OK')	image/svg+xml	etag:%22db192-6074692237e9c%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/fa-solid-900.svg	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:12	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-607469223019b%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.eot?	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2d41d.eot	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:12	26004/26004	---M--	200	added ('OK')	font/woff	etag:%226594-607469223113b%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.woff	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.woff	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:12	40348/40348	---M--	200	added ('OK')	font/ttf	etag:%229d9c-607469223113b%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.ttf	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.ttf	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:13	692/692	---M-Z	200	added ('OK')	text/css	etag:%222b4-607469224a77c-gzip%22	https://themesdesign.in/minia-symfony/layouts/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.css	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.css	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:13	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-607469223019b%22	https://themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.svg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/fonts/dripicons-v2.svg	(from https://themesdesign.in/minia-symfony/layouts/assets/css/icons.min.css)
15:59:13	1242/1242	---M--	200	added ('OK')	image/jpeg	etag:%224da-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/flags/us.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/flags/us.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:14	1039/1039	---M--	200	added ('OK')	image/jpeg	etag:%2240f-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/flags/spain.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/flags/spain.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:14	663/663	---M--	200	added ('OK')	image/jpeg	etag:%22297-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/flags/germany.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/flags/germany.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:15	637/637	---M--	200	added ('OK')	image/jpeg	etag:%2227d-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/flags/italy.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/flags/italy.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:15	633/633	---M--	200	added ('OK')	image/jpeg	etag:%22279-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/flags/russia.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/flags/russia.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:15	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/github.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/github.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:16	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/bitbucket.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/bitbucket.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:16	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/dribbble.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/dribbble.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:16	772/772	---M--	200	added ('OK')	image/png	etag:%22304-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/dropbox.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/dropbox.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:17	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/mail_chimp.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/mail_chimp.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:17	1477/1477	---M--	200	added ('OK')	image/png	etag:%225c5-607469223ebfc%22	https://themesdesign.in/minia-symfony/layouts/assets/images/brands/slack.png	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/brands/slack.png	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:18	10483/10483	---M--	200	added ('OK')	image/jpeg	etag:%2228f3-6074692240b3c%22	https://themesdesign.in/minia-symfony/layouts/assets/images/users/avatar-6.jpg	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/assets/images/users/avatar-6.jpg	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:19	103788/103788	---M-Z	200	added ('OK')	text/html	etag:%221956c-607469222461b-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-contacts-profile.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-contacts-profile.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:19	13734/13734	---M-Z	200	added ('OK')	text/html	etag:%2235a6-60746922756fd-gzip%22	https://themesdesign.in/minia-symfony/layouts/auth-lock-screen.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/auth-lock-screen.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:20	57092/57092	---M-Z	200	added ('OK')	text/html	etag:%22df04-607469222461b-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-calendar.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-calendar.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:20	103051/103051	---M-Z	200	added ('OK')	text/html	etag:%221928b-607469222461b-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-chat.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-chat.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:20	82907/82907	---M-Z	200	added ('OK')	text/html	etag:%22143db-607469222461b-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-email-inbox.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-email-inbox.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:21	62592/62592	---M-Z	200	added ('OK')	text/html	etag:%22f480-607469222461b-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-email-read.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-email-read.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
15:59:22	92908/92908	---M-Z	200	added ('OK')	text/html	etag:%2216aec-60746922255bb-gzip%22	https://themesdesign.in/minia-symfony/layouts/apps-invoices-list.html	C:/My%20Web%20Sites/TUXO-SAAS/themesdesign.in/minia-symfony/layouts/apps-invoices-list.html	(from https://themesdesign.in/minia-symfony/layouts/index.html)
